OrderID;CustomerID;ProductID;OrderDateFixed;Quantity;UnitPrice;DiscountsUsedFixed;DiscountPercent;TotalPriceFix;CampaignID
ORD000459;CUST0082;PRD010;23.11.2024;2;92,66;No;;185,32;CMP001
ORD001281;CUST0071;PRD026;8.8.2024;2;140,08;Yes;30;196,11;No Campaign
ORD000898;CUST0002;PRD038;28.12.2024;1;73,83;No;;73,83;No Campaign
ORD000427;CUST0040;PRD002;23.4.2024;4;134,25;Yes;25;402,75;No Campaign
ORD002139;CUST0105;PRD009;21.1.2024;1;82,74;No;;82,74;CMP004
ORD002264;CUST0102;PRD036;14.9.2024;2;132,58;No;;265,16;CMP007
ORD002375;CUST0120;PRD030;2.11.2024;1;94,16;No;;94,16;CMP004
ORD001911;CUST0099;PRD047;1.10.2024;1;38,8;No;;38,8;No Campaign
ORD002284;CUST0231;PRD006;26.1.2024;3;25,77;Yes;10;69,58;No Campaign
ORD000463;CUST0090;PRD043;4.4.2024;1;83,38;No;;83,38;No Campaign
ORD000320;CUST0002;PRD036;11.5.2024;2;132,58;No;;265,16;CMP005
ORD000176;CUST0114;PRD029;24.10.2024;3;124,45;Yes;10;336,02;No Campaign
ORD000558;CUST0240;PRD033;16.3.2024;1;102,1;No;;102,1;No Campaign
ORD000743;CUST0086;PRD010;13.3.2024;1;92,66;No;;92,66;CMP005
ORD001571;CUST0019;PRD031;16.3.2024;1;50,82;No;;50,82;CMP001
ORD000710;CUST0008;PRD029;11.9.2024;1;124,45;Yes;25;93,34;CMP007
ORD001841;CUST0053;PRD031;10.10.2024;1;50,82;Yes;25;38,12;CMP001
ORD002387;CUST0034;PRD029;29.12.2024;1;124,45;Yes;30;87,12;CMP008
ORD001711;CUST0190;PRD021;8.8.2024;1;144,21;Yes;30;100,95;No Campaign
ORD000571;CUST0214;PRD039;10.2.2024;1;98,45;No;;98,45;CMP005
ORD000372;CUST0104;PRD012;23.1.2024;1;67,03;No;;67,03;No Campaign
ORD000344;CUST0135;PRD038;6.9.2024;2;73,83;Yes;30;103,36;CMP008
ORD000880;CUST0223;PRD007;8.8.2024;4;116,65;No;;466,6;CMP004
ORD000988;CUST0005;PRD040;19.2.2024;2;62,21;Yes;30;87,09;No Campaign
ORD001955;CUST0191;PRD022;9.6.2024;3;36,13;Yes;15;92,13;No Campaign
ORD001193;CUST0014;PRD017;21.7.2024;1;94,18;No;;94,18;No Campaign
ORD001661;CUST0207;PRD003;18.1.2024;1;54,5;No;;54,5;No Campaign
ORD001010;CUST0096;PRD018;11.5.2024;1;84,8;No;;84,8;CMP003
ORD002331;CUST0253;PRD003;30.1.2024;1;54,5;Yes;25;40,88;CMP004
ORD000167;CUST0185;PRD003;17.12.2024;3;54,5;No;;163,5;CMP005
ORD000248;CUST0204;PRD008;1.2.2024;1;34,35;Yes;25;25,76;CMP006
ORD001932;CUST0076;PRD012;6.4.2024;2;67,03;Yes;10;120,65;No Campaign
ORD001992;CUST0250;PRD010;2.11.2024;1;92,66;Yes;10;83,39;CMP008
ORD001514;CUST0122;PRD042;15.5.2024;1;77,36;Yes;10;69,62;CMP007
ORD000871;CUST0201;PRD044;30.6.2024;1;38,28;Yes;30;26,8;No Campaign
ORD002148;CUST0090;PRD007;28.2.2024;2;116,65;No;;233,3;CMP007
ORD000342;CUST0047;PRD042;16.6.2024;4;77,36;No;;309,44;CMP006
ORD002186;CUST0127;PRD050;22.5.2024;1;31,99;No;;31,99;CMP005
ORD001720;CUST0170;PRD028;5.2.2024;1;114,4;Yes;30;80,08;No Campaign
ORD001134;CUST0154;PRD037;14.9.2024;2;44,58;No;;89,16;No Campaign
ORD002096;CUST0072;PRD028;11.9.2024;1;114,4;Yes;10;102,96;CMP001
ORD002011;CUST0229;PRD005;6.7.2024;1;114,73;No;;114,73;CMP005
ORD001595;CUST0248;PRD029;19.8.2024;1;124,45;Yes;30;87,12;CMP006
ORD001592;CUST0025;PRD021;17.3.2024;3;144,21;Yes;20;346,1;No Campaign
ORD001539;CUST0024;PRD020;23.4.2024;3;44,96;No;;134,88;CMP003
ORD000007;CUST0084;PRD049;3.1.2024;2;80,98;No;;161,96;CMP005
ORD000040;CUST0239;PRD021;22.11.2024;3;144,21;No;;432,63;CMP001
ORD000588;CUST0077;PRD052;13.1.2024;1;23,84;No;;23,84;CMP007
ORD001293;CUST0017;PRD048;23.10.2024;1;21,47;Yes;10;19,32;No Campaign
ORD002197;CUST0037;PRD013;19.9.2024;1;46,11;No;;46,11;CMP004
ORD001713;CUST0166;PRD002;10.6.2024;2;134,25;No;;268,5;No Campaign
ORD001477;CUST0152;PRD036;17.7.2024;2;132,58;No;;265,16;CMP002
ORD001207;CUST0041;PRD009;16.7.2024;3;82,74;No;;248,22;No Campaign
ORD001384;CUST0121;PRD003;5.6.2024;3;54,5;No;;163,5;CMP008
ORD000093;CUST0191;PRD020;9.6.2024;2;44,96;Yes;10;80,93;CMP003
ORD000624;CUST0118;PRD031;21.10.2024;1;50,82;No;;50,82;CMP007
ORD000942;CUST0016;PRD020;19.3.2024;1;44,96;No;;44,96;CMP007
ORD001850;CUST0057;PRD041;26.12.2024;1;116,18;No;;116,18;CMP008
ORD000844;CUST0157;PRD052;9.5.2024;1;23,84;No;;23,84;CMP001
ORD000633;CUST0017;PRD043;29.3.2024;3;83,38;No;;250,14;CMP004
ORD001178;CUST0134;PRD004;15.3.2024;1;110,52;No;;110,52;CMP003
ORD000958;CUST0210;PRD003;24.1.2024;1;54,5;Yes;25;40,88;No Campaign
ORD000156;CUST0025;PRD037;29.5.2024;4;44,58;No;;178,32;No Campaign
ORD000008;CUST0020;PRD004;20.9.2024;2;110,52;No;;221,04;CMP005
ORD002212;CUST0258;PRD025;21.9.2024;1;62,88;No;;62,88;CMP007
ORD001472;CUST0030;PRD031;18.2.2024;1;50,82;No;;50,82;CMP007
ORD000954;CUST0062;PRD029;9.2.2024;2;124,45;No;;248,9;CMP008
ORD000270;CUST0003;PRD030;1.12.2024;2;94,16;No;;188,32;CMP006
ORD000046;CUST0256;PRD006;2.10.2024;4;25,77;No;;103,08;CMP006
ORD001464;CUST0170;PRD006;15.9.2024;2;25,77;No;;51,54;No Campaign
ORD000618;CUST0049;PRD048;5.1.2024;2;21,47;Yes;20;34,35;No Campaign
ORD000391;CUST0164;PRD027;12.2.2024;1;89,36;No;;89,36;No Campaign
ORD000302;CUST0127;PRD010;3.3.2024;1;92,66;Yes;20;74,13;No Campaign
ORD001970;CUST0198;PRD011;11.12.2024;1;141,07;No;;141,07;CMP004
ORD001354;CUST0198;PRD033;16.11.2024;2;102,1;No;;204,2;CMP004
ORD001468;CUST0131;PRD050;19.5.2024;3;31,99;Yes;15;81,57;No Campaign
ORD001141;CUST0024;PRD028;27.2.2024;1;114,4;No;;114,4;No Campaign
ORD001303;CUST0069;PRD032;6.4.2024;1;96,29;Yes;15;81,85;CMP006
ORD001286;CUST0114;PRD047;14.3.2024;2;38,8;No;;77,6;CMP001
ORD001280;CUST0094;PRD047;2.5.2024;3;38,8;No;;116,4;No Campaign
ORD000572;CUST0214;PRD046;31.5.2024;1;74,72;No;;74,72;No Campaign
ORD001701;CUST0185;PRD051;19.2.2024;1;103,2;No;;103,2;No Campaign
ORD000940;CUST0094;PRD055;27.10.2024;2;146,19;Yes;30;204,67;No Campaign
ORD000573;CUST0177;PRD041;20.5.2024;1;116,18;Yes;30;81,33;No Campaign
ORD001105;CUST0218;PRD004;17.4.2024;2;110,52;No;;221,04;CMP002
ORD000070;CUST0131;PRD004;25.11.2024;3;110,52;No;;331,56;No Campaign
ORD000314;CUST0229;PRD048;1.4.2024;1;21,47;No;;21,47;CMP003
ORD001488;CUST0136;PRD003;24.5.2024;4;54,5;No;;218;CMP008
ORD000565;CUST0182;PRD013;10.1.2024;1;46,11;Yes;30;32,28;No Campaign
ORD000735;CUST0191;PRD055;2.6.2024;1;146,19;Yes;30;102,33;No Campaign
ORD001885;CUST0060;PRD050;25.10.2024;2;31,99;No;;63,98;CMP002
ORD000747;CUST0240;PRD026;20.8.2024;4;140,08;No;;560,32;CMP006
ORD001615;CUST0206;PRD054;12.1.2024;3;108,05;No;;324,15;No Campaign
ORD000490;CUST0122;PRD049;21.4.2024;2;80,98;No;;161,96;No Campaign
ORD000977;CUST0047;PRD046;29.3.2024;2;74,72;Yes;30;104,61;No Campaign
ORD002076;CUST0151;PRD024;31.7.2024;2;79,13;Yes;25;118,7;CMP007
ORD000201;CUST0073;PRD012;19.4.2024;1;67,03;Yes;20;53,62;CMP001
ORD001481;CUST0077;PRD029;27.3.2024;1;124,45;Yes;10;112,01;CMP003
ORD001931;CUST0251;PRD017;21.9.2024;1;94,18;Yes;25;70,64;CMP004
ORD001173;CUST0030;PRD020;22.10.2024;4;44,96;Yes;25;134,88;CMP004
ORD000812;CUST0033;PRD022;13.1.2024;1;36,13;Yes;30;25,29;CMP004
ORD000138;CUST0034;PRD047;28.11.2024;1;38,8;No;;38,8;No Campaign
ORD002247;CUST0003;PRD036;3.2.2024;3;132,58;Yes;10;357,97;No Campaign
ORD001470;CUST0150;PRD003;6.12.2024;3;54,5;No;;163,5;No Campaign
ORD001244;CUST0105;PRD038;29.4.2024;3;73,83;No;;221,49;CMP001
ORD000746;CUST0135;PRD046;10.5.2024;1;74,72;No;;74,72;No Campaign
ORD002007;CUST0127;PRD044;15.3.2024;1;38,28;Yes;10;34,45;No Campaign
ORD000243;CUST0132;PRD030;13.9.2024;2;94,16;Yes;15;160,07;CMP001
ORD001135;CUST0082;PRD023;24.2.2024;2;26,66;No;;53,32;CMP007
ORD000368;CUST0208;PRD013;22.1.2024;1;46,11;Yes;20;36,89;CMP002
ORD000462;CUST0158;PRD044;12.2.2024;3;38,28;No;;114,84;CMP001
ORD001171;CUST0211;PRD008;15.9.2024;1;34,35;Yes;15;29,2;No Campaign
ORD000325;CUST0124;PRD024;15.4.2024;1;79,13;Yes;20;63,3;No Campaign
ORD001097;CUST0048;PRD032;8.12.2024;2;96,29;No;;192,58;No Campaign
ORD001760;CUST0199;PRD038;17.8.2024;2;73,83;Yes;25;110,75;CMP001
ORD001549;CUST0220;PRD042;6.11.2024;2;77,36;No;;154,72;No Campaign
ORD001709;CUST0123;PRD005;16.7.2024;1;114,73;Yes;10;103,26;CMP006
ORD000066;CUST0039;PRD033;18.7.2024;1;102,1;No;;102,1;No Campaign
ORD000247;CUST0101;PRD024;10.2.2024;1;79,13;Yes;30;55,39;No Campaign
ORD001184;CUST0057;PRD001;25.4.2024;2;88,41;No;;176,82;No Campaign
ORD000296;CUST0245;PRD050;4.4.2024;2;31,99;No;;63,98;No Campaign
ORD002168;CUST0107;PRD022;30.1.2024;1;36,13;No;;36,13;CMP001
ORD000434;CUST0165;PRD034;10.7.2024;2;97,71;No;;195,42;CMP006
ORD000638;CUST0185;PRD002;8.12.2024;3;134,25;Yes;25;302,06;CMP007
ORD000677;CUST0080;PRD027;22.7.2024;4;89,36;Yes;20;285,95;No Campaign
ORD001248;CUST0172;PRD012;21.9.2024;1;67,03;Yes;30;46,92;No Campaign
ORD000278;CUST0118;PRD041;26.2.2024;3;116,18;Yes;15;296,26;No Campaign
ORD001458;CUST0161;PRD030;15.2.2024;1;94,16;No;;94,16;No Campaign
ORD000758;CUST0051;PRD011;8.6.2024;3;141,07;No;;423,21;CMP001
ORD000478;CUST0230;PRD003;22.4.2024;1;54,5;No;;54,5;CMP008
ORD000127;CUST0217;PRD033;10.8.2024;1;102,1;No;;102,1;No Campaign
ORD001296;CUST0166;PRD003;24.10.2024;1;54,5;Yes;20;43,6;CMP004
ORD000460;CUST0112;PRD005;4.6.2024;2;114,73;No;;229,46;No Campaign
ORD000888;CUST0029;PRD003;29.2.2024;4;54,5;Yes;30;152,6;No Campaign
ORD000996;CUST0250;PRD035;19.2.2024;2;105,18;No;;210,36;CMP004
ORD000305;CUST0001;PRD017;19.7.2024;1;94,18;Yes;15;80,05;CMP002
ORD001582;CUST0186;PRD005;13.4.2024;3;114,73;No;;344,19;CMP004
ORD000931;CUST0101;PRD004;18.11.2024;2;110,52;No;;221,04;CMP008
ORD000225;CUST0026;PRD016;14.6.2024;2;77,06;Yes;25;115,59;No Campaign
ORD001397;CUST0072;PRD040;26.8.2024;3;62,21;Yes;30;130,64;CMP002
ORD001170;CUST0182;PRD031;14.2.2024;1;50,82;No;;50,82;CMP003
ORD001301;CUST0013;PRD014;31.7.2024;2;19,71;No;;39,42;No Campaign
ORD001686;CUST0147;PRD003;30.7.2024;1;54,5;Yes;15;46,33;CMP005
ORD000442;CUST0024;PRD031;24.11.2024;1;50,82;Yes;20;40,66;No Campaign
ORD001455;CUST0187;PRD031;22.3.2024;1;50,82;Yes;15;43,2;No Campaign
ORD000282;CUST0130;PRD015;5.6.2024;2;111,98;No;;223,96;No Campaign
ORD000266;CUST0164;PRD021;23.5.2024;3;144,21;No;;432,63;No Campaign
ORD002219;CUST0253;PRD005;5.1.2024;2;114,73;No;;229,46;CMP008
ORD000491;CUST0009;PRD028;10.1.2024;1;114,4;No;;114,4;CMP005
ORD001798;CUST0119;PRD045;27.9.2024;4;12,65;No;;50,6;CMP001
ORD001664;CUST0086;PRD023;24.9.2024;1;26,66;No;;26,66;CMP003
ORD000074;CUST0106;PRD028;16.7.2024;2;114,4;No;;228,8;CMP001
ORD000057;CUST0049;PRD035;5.5.2024;1;105,18;No;;105,18;No Campaign
ORD000353;CUST0232;PRD025;24.11.2024;1;62,88;No;;62,88;CMP006
ORD001593;CUST0112;PRD022;10.5.2024;1;36,13;No;;36,13;No Campaign
ORD000894;CUST0204;PRD040;4.11.2024;1;62,21;No;;62,21;CMP001
ORD000159;CUST0102;PRD018;19.5.2024;1;84,8;No;;84,8;No Campaign
ORD000025;CUST0133;PRD052;21.8.2024;1;23,84;No;;23,84;CMP006
ORD000784;CUST0024;PRD018;11.5.2024;2;84,8;Yes;10;152,64;CMP007
ORD000650;CUST0107;PRD050;27.3.2024;2;31,99;No;;63,98;CMP006
ORD001313;CUST0056;PRD023;11.10.2024;4;26,66;Yes;20;85,31;CMP004
ORD001206;CUST0241;PRD021;29.8.2024;1;144,21;No;;144,21;No Campaign
ORD001758;CUST0098;PRD049;29.4.2024;2;80,98;Yes;20;129,57;No Campaign
ORD000065;CUST0002;PRD041;1.11.2024;1;116,18;No;;116,18;CMP007
ORD000850;CUST0035;PRD040;6.3.2024;2;62,21;No;;124,42;CMP002
ORD002358;CUST0125;PRD003;23.2.2024;2;54,5;No;;109;No Campaign
ORD000678;CUST0184;PRD032;2.1.2024;4;96,29;No;;385,16;CMP002
ORD000950;CUST0181;PRD022;11.5.2024;1;36,13;No;;36,13;CMP007
ORD000298;CUST0076;PRD028;21.6.2024;2;114,4;No;;228,8;No Campaign
ORD001224;CUST0091;PRD032;1.10.2024;1;96,29;Yes;10;86,66;No Campaign
ORD002151;CUST0142;PRD020;15.9.2024;1;44,96;No;;44,96;No Campaign
ORD001907;CUST0179;PRD020;15.10.2024;1;44,96;No;;44,96;No Campaign
ORD001619;CUST0134;PRD037;11.4.2024;4;44,58;Yes;25;133,74;No Campaign
ORD000218;CUST0089;PRD032;8.11.2024;1;96,29;No;;96,29;CMP003
ORD001783;CUST0088;PRD025;29.4.2024;4;62,88;Yes;10;226,37;No Campaign
ORD002345;CUST0126;PRD045;8.9.2024;1;12,65;Yes;25;9,49;No Campaign
ORD000925;CUST0234;PRD020;22.7.2024;1;44,96;Yes;15;38,22;CMP007
ORD002001;CUST0117;PRD026;26.3.2024;1;140,08;No;;140,08;No Campaign
ORD002199;CUST0115;PRD054;17.11.2024;1;108,05;No;;108,05;CMP001
ORD001963;CUST0157;PRD002;21.1.2024;1;134,25;Yes;30;93,98;CMP003
ORD000734;CUST0104;PRD037;27.6.2024;1;44,58;No;;44,58;No Campaign
ORD001362;CUST0037;PRD043;16.7.2024;1;83,38;No;;83,38;CMP008
ORD000987;CUST0254;PRD003;23.2.2024;4;54,5;Yes;15;185,3;CMP001
ORD001925;CUST0003;PRD021;20.9.2024;1;144,21;Yes;10;129,79;CMP005
ORD001708;CUST0021;PRD045;16.12.2024;2;12,65;No;;25,3;No Campaign
ORD001976;CUST0022;PRD054;15.3.2024;1;108,05;No;;108,05;CMP002
ORD000542;CUST0154;PRD052;24.2.2024;1;23,84;Yes;20;19,07;No Campaign
ORD000798;CUST0127;PRD034;27.3.2024;1;97,71;Yes;30;68,4;CMP003
ORD001125;CUST0165;PRD045;1.8.2024;4;12,65;No;;50,6;No Campaign
ORD002023;CUST0125;PRD046;2.5.2024;1;74,72;No;;74,72;CMP007
ORD001546;CUST0257;PRD049;7.10.2024;1;80,98;Yes;10;72,88;No Campaign
ORD000904;CUST0156;PRD005;20.1.2024;1;114,73;Yes;20;91,78;CMP002
ORD001019;CUST0124;PRD004;11.1.2024;1;110,52;No;;110,52;CMP004
ORD000260;CUST0120;PRD008;1.5.2024;2;34,35;Yes;30;48,09;CMP002
ORD002004;CUST0113;PRD014;15.2.2024;1;19,71;Yes;20;15,77;No Campaign
ORD000990;CUST0195;PRD043;8.6.2024;1;83,38;Yes;15;70,87;No Campaign
ORD000082;CUST0061;PRD045;19.6.2024;2;12,65;Yes;20;20,24;CMP001
ORD000583;CUST0078;PRD024;24.1.2024;1;79,13;No;;79,13;No Campaign
ORD001987;CUST0047;PRD055;16.4.2024;1;146,19;No;;146,19;CMP008
ORD001802;CUST0217;PRD006;6.2.2024;2;25,77;Yes;25;38,66;No Campaign
ORD002366;CUST0061;PRD038;15.7.2024;4;73,83;No;;295,32;No Campaign
ORD001653;CUST0212;PRD040;12.11.2024;1;62,21;Yes;15;52,88;CMP004
ORD001465;CUST0042;PRD014;29.10.2024;1;19,71;No;;19,71;No Campaign
ORD001109;CUST0083;PRD011;30.5.2024;1;141,07;No;;141,07;CMP006
ORD000081;CUST0195;PRD038;9.6.2024;4;73,83;Yes;30;206,72;CMP002
ORD001550;CUST0182;PRD037;30.5.2024;1;44,58;No;;44,58;No Campaign
ORD001087;CUST0227;PRD014;2.8.2024;2;19,71;No;;39,42;CMP001
ORD000229;CUST0243;PRD008;29.12.2024;2;34,35;No;;68,7;No Campaign
ORD000381;CUST0063;PRD032;25.8.2024;1;96,29;Yes;15;81,85;CMP005
ORD002150;CUST0150;PRD049;5.5.2024;3;80,98;Yes;15;206,5;CMP004
ORD000165;CUST0042;PRD031;3.3.2024;2;50,82;No;;101,64;No Campaign
ORD002103;CUST0133;PRD007;23.6.2024;1;116,65;Yes;10;104,99;No Campaign
ORD001124;CUST0104;PRD012;8.5.2024;4;67,03;No;;268,12;No Campaign
ORD000186;CUST0151;PRD054;17.5.2024;1;108,05;No;;108,05;No Campaign
ORD000094;CUST0067;PRD023;6.7.2024;2;26,66;No;;53,32;No Campaign
ORD002329;CUST0222;PRD021;24.6.2024;4;144,21;Yes;15;490,31;CMP003
ORD001272;CUST0220;PRD018;30.5.2024;1;84,8;No;;84,8;No Campaign
ORD000702;CUST0027;PRD012;23.10.2024;1;67,03;No;;67,03;No Campaign
ORD002399;CUST0252;PRD025;24.10.2024;2;62,88;No;;125,76;No Campaign
ORD001245;CUST0058;PRD021;25.7.2024;2;144,21;No;;288,42;No Campaign
ORD001848;CUST0011;PRD003;31.5.2024;3;54,5;Yes;25;122,63;No Campaign
ORD000608;CUST0254;PRD048;9.12.2024;1;21,47;Yes;20;17,18;CMP001
ORD001339;CUST0027;PRD038;29.12.2024;2;73,83;No;;147,66;CMP008
ORD002374;CUST0226;PRD052;4.4.2024;3;23,84;No;;71,52;CMP003
ORD001082;CUST0253;PRD017;26.5.2024;4;94,18;No;;376,72;No Campaign
ORD000323;CUST0165;PRD019;25.4.2024;3;105,93;No;;317,79;No Campaign
ORD001459;CUST0001;PRD005;12.9.2024;3;114,73;No;;344,19;No Campaign
ORD000354;CUST0003;PRD018;23.9.2024;4;84,8;Yes;30;237,44;No Campaign
ORD002094;CUST0118;PRD039;15.8.2024;1;98,45;No;;98,45;No Campaign
ORD001282;CUST0117;PRD040;13.10.2024;3;62,21;Yes;20;149,3;CMP007
ORD001309;CUST0085;PRD051;21.9.2024;1;103,2;Yes;20;82,56;No Campaign
ORD002046;CUST0148;PRD050;2.3.2024;3;31,99;No;;95,97;CMP008
ORD001197;CUST0237;PRD048;24.4.2024;1;21,47;No;;21,47;No Campaign
ORD001853;CUST0064;PRD013;21.11.2024;3;46,11;No;;138,33;No Campaign
ORD001741;CUST0201;PRD052;12.9.2024;2;23,84;Yes;30;33,38;CMP003
ORD001526;CUST0022;PRD037;13.11.2024;3;44,58;No;;133,74;CMP004
ORD002097;CUST0212;PRD006;11.2.2024;1;25,77;No;;25,77;No Campaign
ORD001046;CUST0050;PRD027;16.9.2024;3;89,36;No;;268,08;No Campaign
ORD002265;CUST0226;PRD013;31.5.2024;1;46,11;Yes;20;36,89;No Campaign
ORD000511;CUST0031;PRD022;24.3.2024;1;36,13;Yes;30;25,29;CMP008
ORD001407;CUST0036;PRD019;22.9.2024;2;105,93;No;;211,86;No Campaign
ORD000537;CUST0174;PRD027;7.8.2024;1;89,36;No;;89,36;CMP008
ORD001392;CUST0122;PRD052;9.3.2024;4;23,84;Yes;25;71,52;CMP002
ORD001736;CUST0006;PRD032;25.12.2024;1;96,29;No;;96,29;CMP004
ORD001622;CUST0200;PRD046;4.2.2024;2;74,72;Yes;10;134,5;CMP003
ORD002127;CUST0106;PRD009;17.5.2024;3;82,74;No;;248,22;CMP006
ORD001121;CUST0076;PRD008;21.4.2024;2;34,35;No;;68,7;No Campaign
ORD000936;CUST0072;PRD005;6.10.2024;1;114,73;Yes;20;91,78;No Campaign
ORD001074;CUST0066;PRD002;13.12.2024;2;134,25;Yes;20;214,8;CMP003
ORD000893;CUST0088;PRD042;28.10.2024;1;77,36;No;;77,36;No Campaign
ORD000143;CUST0190;PRD047;13.2.2024;2;38,8;No;;77,6;No Campaign
ORD000472;CUST0222;PRD016;31.3.2024;2;77,06;No;;154,12;CMP004
ORD001012;CUST0040;PRD034;28.8.2024;2;97,71;Yes;30;136,79;CMP006
ORD000879;CUST0257;PRD041;24.10.2024;1;116,18;No;;116,18;No Campaign
ORD000762;CUST0210;PRD046;23.1.2024;1;74,72;Yes;25;56,04;No Campaign
ORD001310;CUST0233;PRD033;29.7.2024;2;102,1;Yes;10;183,78;CMP003
ORD000832;CUST0235;PRD014;12.1.2024;1;19,71;No;;19,71;CMP007
ORD001908;CUST0069;PRD016;22.2.2024;1;77,06;Yes;30;53,94;CMP005
ORD000690;CUST0240;PRD029;6.3.2024;2;124,45;No;;248,9;No Campaign
ORD001705;CUST0231;PRD053;21.2.2024;2;12,65;No;;25,3;No Campaign
ORD001662;CUST0192;PRD041;27.10.2024;1;116,18;No;;116,18;No Campaign
ORD000470;CUST0124;PRD031;3.8.2024;2;50,82;No;;101,64;No Campaign
ORD001057;CUST0055;PRD004;23.6.2024;1;110,52;No;;110,52;CMP004
ORD001445;CUST0175;PRD037;9.2.2024;3;44,58;No;;133,74;CMP006
ORD000424;CUST0176;PRD054;21.12.2024;1;108,05;No;;108,05;CMP008
ORD001950;CUST0161;PRD024;7.9.2024;2;79,13;Yes;10;142,43;No Campaign
ORD002155;CUST0084;PRD033;13.6.2024;1;102,1;No;;102,1;CMP001
ORD001103;CUST0015;PRD044;24.6.2024;1;38,28;Yes;25;28,71;CMP005
ORD002339;CUST0140;PRD013;9.9.2024;3;46,11;Yes;15;117,58;No Campaign
ORD000673;CUST0110;PRD003;6.1.2024;1;54,5;No;;54,5;CMP005
ORD001517;CUST0227;PRD017;22.4.2024;1;94,18;Yes;25;70,64;CMP003
ORD001112;CUST0064;PRD005;2.4.2024;1;114,73;No;;114,73;CMP006
ORD002140;CUST0087;PRD051;28.8.2024;2;103,2;No;;206,4;No Campaign
ORD002298;CUST0242;PRD003;23.8.2024;3;54,5;No;;163,5;CMP003
ORD001537;CUST0051;PRD020;24.10.2024;3;44,96;Yes;30;94,42;CMP003
ORD000915;CUST0032;PRD012;7.12.2024;3;67,03;No;;201,09;No Campaign
ORD000438;CUST0022;PRD055;25.1.2024;2;146,19;No;;292,38;CMP001
ORD000106;CUST0071;PRD038;15.5.2024;2;73,83;No;;147,66;CMP001
ORD000191;CUST0209;PRD024;26.7.2024;2;79,13;Yes;20;126,61;CMP007
ORD001283;CUST0085;PRD012;22.4.2024;3;67,03;No;;201,09;No Campaign
ORD000160;CUST0193;PRD029;12.7.2024;1;124,45;No;;124,45;No Campaign
ORD002243;CUST0144;PRD007;13.7.2024;2;116,65;Yes;20;186,64;No Campaign
ORD001329;CUST0056;PRD052;11.7.2024;1;23,84;No;;23,84;CMP007
ORD000759;CUST0067;PRD031;18.11.2024;3;50,82;No;;152,46;CMP002
ORD000119;CUST0230;PRD044;5.6.2024;1;38,28;No;;38,28;No Campaign
ORD000852;CUST0183;PRD019;8.4.2024;2;105,93;No;;211,86;No Campaign
ORD000935;CUST0195;PRD017;24.2.2024;3;94,18;No;;282,54;No Campaign
ORD002312;CUST0211;PRD042;30.5.2024;1;77,36;No;;77,36;No Campaign
ORD001469;CUST0260;PRD055;27.12.2024;2;146,19;No;;292,38;CMP007
ORD001776;CUST0040;PRD030;17.7.2024;1;94,16;No;;94,16;No Campaign
ORD000814;CUST0124;PRD031;2.1.2024;2;50,82;No;;101,64;No Campaign
ORD000261;CUST0108;PRD025;24.10.2024;1;62,88;Yes;30;44,02;CMP001
ORD000985;CUST0022;PRD047;10.3.2024;1;38,8;No;;38,8;CMP004
ORD000443;CUST0066;PRD008;6.7.2024;1;34,35;No;;34,35;CMP008
ORD001154;CUST0141;PRD043;22.11.2024;2;83,38;Yes;30;116,73;CMP004
ORD001156;CUST0239;PRD019;6.2.2024;1;105,93;No;;105,93;CMP005
ORD001414;CUST0073;PRD050;12.1.2024;1;31,99;No;;31,99;CMP006
ORD000006;CUST0023;PRD031;13.12.2024;1;50,82;No;;50,82;CMP001
ORD000878;CUST0255;PRD049;5.2.2024;1;80,98;No;;80,98;CMP006
ORD002311;CUST0233;PRD032;4.1.2024;1;96,29;No;;96,29;No Campaign
ORD001538;CUST0147;PRD016;23.8.2024;3;77,06;Yes;10;208,06;No Campaign
ORD002225;CUST0103;PRD037;26.3.2024;1;44,58;No;;44,58;No Campaign
ORD001529;CUST0160;PRD014;24.1.2024;4;19,71;No;;78,84;No Campaign
ORD000586;CUST0049;PRD052;9.3.2024;2;23,84;Yes;15;40,53;CMP002
ORD002059;CUST0109;PRD017;20.9.2024;1;94,18;No;;94,18;No Campaign
ORD001306;CUST0206;PRD013;30.1.2024;2;46,11;Yes;15;78,39;CMP004
ORD001276;CUST0020;PRD044;11.1.2024;1;38,28;Yes;15;32,54;No Campaign
ORD001343;CUST0104;PRD038;27.6.2024;3;73,83;Yes;30;155,04;No Campaign
ORD002185;CUST0216;PRD051;22.8.2024;2;103,2;No;;206,4;CMP007
ORD002343;CUST0207;PRD040;3.11.2024;1;62,21;Yes;30;43,55;No Campaign
ORD001285;CUST0131;PRD030;26.7.2024;1;94,16;No;;94,16;No Campaign
ORD000615;CUST0063;PRD015;25.5.2024;2;111,98;No;;223,96;No Campaign
ORD001880;CUST0094;PRD050;31.1.2024;2;31,99;Yes;15;54,38;No Campaign
ORD000224;CUST0006;PRD016;14.11.2024;1;77,06;No;;77,06;CMP002
ORD002337;CUST0224;PRD011;2.4.2024;1;141,07;No;;141,07;CMP004
ORD000477;CUST0174;PRD003;11.4.2024;4;54,5;No;;218;No Campaign
ORD000375;CUST0015;PRD035;11.3.2024;1;105,18;No;;105,18;No Campaign
ORD001218;CUST0063;PRD019;22.1.2024;1;105,93;Yes;;105,93;CMP007
ORD000505;CUST0163;PRD010;25.7.2024;4;92,66;No;;370,64;CMP002
